Transaction_Text,Label
Cafe coffee purchase at | Ref:6392af36 | Amount: INR 12858.46,Food
Money transfer to person TRANSACTION,Personal Transfer
GPAY Zomato online food order PAYMENT,Food
POS Payroll credit PURCHASE,Salary
ONLINE Bank credit received ONLINE,Income
BANK Employer salary payment PAYMENT,Salary
Petrol pump fuel payment | Ref:b4eb58f7 | Amount: INR 44157.89,Petrol
BANK Monthly salary credit,Salary
MakeMyTrip hotel booking | Ref:815f724f | Amount: INR 21185.24,Transport
UPI Theatre ticket payment UPI,Entertainment
ONLINE Other transaction PURCHASE,Other
UPI Petrol bunk UPI payment PURCHASE,Petrol
ONLINE Office salary received,Salary
ONLINE Utility bill payment UPI,Bills
BANK Flat rent transfer TRANSACTION,Rent
PAYTM Mithran Super Stores purchase ONLINE,Groceries
ONLINE Mithran Super Stores purchase PAYMENT,Groceries
PHONEPE Diagnostic lab payment PURCHASE,Medical
BANK Prime Video subscription PAYMENT,Entertainment
IRCTC train ticket booking | Ref:32c23bae | Amount: INR 42396.25,Transport
UPI Salary August credit UPI,Salary
Petrol pump fuel payment | Ref:8bde1711 | Amount: INR 21615.27,Petrol
ONLINE Personal bank transfer PURCHASE,Personal Transfer
Metro travel card payment,Transport
PAYTM Theatre ticket payment UPI,Entertainment
BANK UPI transfer to Arun PURCHASE,Personal Transfer
GPAY Coursera course payment PURCHASE,Studies
PPF contribution | Ref:af70ca24 | Amount: INR 4058.49,Investment
ONLINE Salary credited TRANSACTION,Salary
UPI Payment to friend PURCHASE,Personal Transfer
McDonald's meal payment | Ref:0f726c3e | Amount: INR 48022.7,Food
Amazon online shopping | Ref:1e1ab4cc | Amount: INR 22564.97,Shopping
Exam fee payment,Studies
GPAY UPI transfer to Arun,Personal Transfer
AJIO retail purchase,Shopping
UPI UPI payment to Ravi PAYMENT,Personal Transfer
PAYTM BookMyShow movie ticket PURCHASE,Entertainment
GPAY Flat rent transfer,Rent
BANK Money sent to Deepak UPI,Personal Transfer
Cafe coffee purchase at | Ref:d66adbc4 | Amount: INR 45457.05,Food
PAYTM Personal bank transfer PAYMENT,Personal Transfer
BANK Other transaction UPI,Other
PHONEPE Company salary deposit TRANSACTION,Salary
GPAY Gas bill payment TRANSACTION,Bills
Uber ride payment | Ref:0d6828c9 | Amount: INR 30199.87,Transport
PAYTM Misc expense payment PURCHASE,Other
Ola cab fare | Ref:d9cd4fd0 | Amount: INR 15744.88,Transport
Misc expense payment,Other
PHONEPE House rent payment PURCHASE,Rent
Restaurant dining at | Ref:bf34875b | Amount: INR 18733.08,Food
SBI car loan EMI | Ref:82e71b4a | Amount: INR 43009.99,EMI
POS Coaching institute UPI PURCHASE,Studies
Ola cab fare | Ref:be4fff83 | Amount: INR 36861.55,Transport
PHONEPE Theatre ticket payment ONLINE,Entertainment
UPI Jio mobile recharge TRANSACTION,Bills
IKEA furniture shopping | Ref:1f69899e | Amount: INR 45680.55,Shopping
IRCTC train ticket booking | Ref:81ca7f82 | Amount: INR 31831.5,Transport
PAYTM Blinkit grocery payment UPI,Groceries
UPI Airtel recharge ONLINE,Bills
Petrol pump fuel payment | Ref:91fcec78 | Amount: INR 27011.38,Petrol
IndiGo flight ticket | Ref:04ead372 | Amount: INR 13133.5,Transport
Fixed deposit investment | Ref:078a615e | Amount: INR 31017.12,Investment
PAYTM Disney Hotstar subscription PAYMENT,Entertainment
GPAY Room rent August PURCHASE,Rent
Personal loan EMI deduction | Ref:e68e87c8 | Amount: INR 48565.17,EMI
Unclassified transaction PURCHASE,Other
Bajaj Finserv EMI payment | Ref:dd5f9408 | Amount: INR 33054.02,EMI
Supermarket grocery purchase,Groceries
Apartment rent payment,Rent
BANK Utility bill payment PURCHASE,Bills
ONLINE Shell fuel payment TRANSACTION,Petrol
PAYTM Employer salary payment PURCHASE,Salary
PAYTM Monthly salary credit PURCHASE,Salary
Payment to friend TRANSACTION,Personal Transfer
UPI Flat rent transfer,Rent
PPF contribution | Ref:752b5090 | Amount: INR 19606.24,Investment
Office salary received TRANSACTION,Salary
ONLINE Salary August credit UPI,Salary
Amazon online shopping | Ref:46bd92f9 | Amount: INR 19561.39,Shopping
Monthly salary credit,Salary
PHONEPE Udemy course purchase ONLINE,Studies
POS Money received PURCHASE,Income
ONLINE BigBasket grocery order TRANSACTION,Groceries
Reliance Digital purchase | Ref:36ecbc9c | Amount: INR 31779.22,Shopping
POS Education institute UPI payment PURCHASE,Studies
PHONEPE UPI transfer to friend PAYMENT,Personal Transfer
PHONEPE House rent payment UPI,Rent
ONLINE Company salary deposit UPI,Salary
PHONEPE Transfer to family member TRANSACTION,Personal Transfer
McDonald's meal payment | Ref:1e87dfcb | Amount: INR 35035.59,Food
ONLINE General purchase UPI,Other
Flat rent transfer ONLINE,Rent
UPI BigBasket grocery order ONLINE,Groceries
POS Money transfer to person,Personal Transfer
Cafe coffee purchase at | Ref:d22d9749 | Amount: INR 42939.72,Food
Flipkart electronics purchase | Ref:d62487a6 | Amount: INR 27702.42,Shopping
PAYTM Monthly salary credit ONLINE,Salary
POS Unknown merchant payment PAYMENT,Other
Uber ride payment | Ref:03e12d6d | Amount: INR 19481.42,Transport
Credit card EMI installment | Ref:80a6542e | Amount: INR 46957.28,EMI
GPAY Unknown merchant payment PURCHASE,Other
Electricity bill payment PAYMENT,Bills
ONLINE BigBasket grocery order UPI,Groceries
PHONEPE Miscellaneous expense PURCHASE,Other
POS Jio mobile recharge PAYMENT,Bills
Petrol pump fuel payment | Ref:600364cb | Amount: INR 21366.4,Petrol
PAYTM Metro card recharge ONLINE,Transport
GPAY Company salary deposit ONLINE,Salary
General payment ONLINE,Other
PHONEPE Clinic payment,Medical
Reliance Digital purchase | Ref:2f6d5e60 | Amount: INR 4209.93,Shopping
UPI Medicine purchase TRANSACTION,Medical
UPI Miscellaneous expense UPI,Other
Unknown bank transaction UPI,Other
ONLINE General payment TRANSACTION,Other
Dominos pizza order | Ref:1a35866a | Amount: INR 4804.42,Food
Cinema ticket payment PURCHASE,Entertainment
McDonalds online payment UPI,Food
PAYTM Hospital bill payment TRANSACTION,Medical
BANK Airtel recharge TRANSACTION,Bills
Swiggy order payment | Ref:b02c8020 | Amount: INR 17728.02,Food
PHONEPE Spotify subscription,Entertainment
UPI Salary August credit UPI,Salary
PPF contribution | Ref:1a394185 | Amount: INR 44144.79,Investment
PHONEPE Spotify subscription,Entertainment
IRCTC train ticket booking | Ref:07e22caf | Amount: INR 22903.09,Transport
PHONEPE House rent payment PURCHASE,Rent
POS General purchase UPI,Other
ONLINE Mobile bill payment ONLINE,Bills
PAYTM Diagnostic lab payment ONLINE,Medical
ONLINE Theatre ticket payment PURCHASE,Entertainment
PAYTM Unclassified transaction UPI,Other
Ola cab fare | Ref:c4a90718 | Amount: INR 44037.35,Transport
GPAY HPCL petrol payment UPI,Petrol
ONLINE Cinema ticket payment PURCHASE,Entertainment
Cafe coffee purchase at | Ref:006a5f9f | Amount: INR 44012.28,Food
BANK Supermarket grocery purchase ONLINE,Groceries
Restaurant dining at | Ref:caae84bc | Amount: INR 17840.63,Food
GPAY Train reservation payment PAYMENT,Transport
PAYTM General payment PAYMENT,Other
Hospital bill payment PAYMENT,Medical
PHONEPE University tuition fee ONLINE,Studies
ONLINE Flat rent transfer TRANSACTION,Rent
BANK Monthly salary credit ONLINE,Salary
Personal loan EMI deduction | Ref:d356523c | Amount: INR 35363.59,EMI
Personal loan EMI deduction | Ref:29090eb8 | Amount: INR 1425.62,EMI
Groww ETF investment | Ref:fb338bf1 | Amount: INR 47534.43,Investment
BANK Bank account credit received UPI,Income
GPAY General payment,Other
Petrol pump fuel payment | Ref:f8327a0f | Amount: INR 18120.88,Petrol
Petrol pump fuel payment | Ref:1ecf0c77 | Amount: INR 35503.73,Petrol
ONLINE Medical shop purchase UPI,Medical
Bank credit received TRANSACTION,Income
PAYTM Gaming purchase TRANSACTION,Entertainment
PHONEPE Airtel recharge ONLINE,Bills
Reliance Fresh supermarket payment,Groceries
Cafe coffee purchase at | Ref:45d692f6 | Amount: INR 1151.64,Food
ONLINE Transfer to family member ONLINE,Personal Transfer
UPI Tuition class payment ONLINE,Studies
PAYTM Clinic payment,Medical
ONLINE Apollo Pharmacy payment TRANSACTION,Medical
POS Personal bank transfer PAYMENT,Personal Transfer
Utility bill payment,Bills
PHONEPE Apollo Pharmacy payment UPI,Medical
PPF contribution | Ref:f07d6d8e | Amount: INR 20040.04,Investment
Reliance Digital purchase | Ref:b6aec353 | Amount: INR 16769.41,Shopping
PHONEPE Misc expense payment PURCHASE,Other
PAYTM Coaching institute UPI PAYMENT,Studies
GPAY Money received PURCHASE,Income
Medical shop purchase,Medical
GPAY Mithran Super Stores purchase PURCHASE,Groceries
POS Netflix monthly payment UPI,Entertainment
Hospital bill payment UPI,Medical
Amazon online shopping | Ref:e397ac6a | Amount: INR 49035.77,Shopping
BANK Bank credit received TRANSACTION,Income
HDFC home loan EMI | Ref:f38f4d91 | Amount: INR 36443.94,EMI
Reliance Digital purchase | Ref:dcea985f | Amount: INR 28115.8,Shopping
Money transfer to person TRANSACTION,Personal Transfer
Restaurant dining at | Ref:8fa43d63 | Amount: INR 39511.31,Food
Petrol pump fuel payment | Ref:90b75832 | Amount: INR 21639.33,Petrol
UPI Money transfer to person PURCHASE,Personal Transfer
Apollo Pharmacy payment,Medical
PAYTM Freelance payment received ONLINE,Income
PHONEPE McDonalds restaurant purchase PURCHASE,Food
PAYTM Monthly salary credit TRANSACTION,Salary
UPI Prime Video subscription,Entertainment
BANK Misc expense payment UPI,Other
Clinic payment PURCHASE,Medical
GPAY Doctor consultation fee PAYMENT,Medical
PHONEPE HPCL petrol payment ONLINE,Petrol
PAYTM Money sent to Deepak TRANSACTION,Personal Transfer
Groww ETF investment | Ref:047ad087 | Amount: INR 15500.7,Investment
POS Jio mobile recharge TRANSACTION,Bills
SBI car loan EMI | Ref:92ffec0f | Amount: INR 16566.89,EMI
IRCTC train ticket booking | Ref:10a3ff7e | Amount: INR 36055.61,Transport
GPAY Exam fee payment PAYMENT,Studies
PAYTM House rent payment ONLINE,Rent
ONLINE Unknown bank transaction ONLINE,Other
UPI Tuition class payment UPI,Studies
Restaurant dining at | Ref:6622627c | Amount: INR 46375.66,Food
ONLINE Monthly salary credit UPI,Salary
POS Institute fee payment ONLINE,Studies
SBI car loan EMI | Ref:5eea2da3 | Amount: INR 42845.75,EMI
GPAY Doctor consultation fee PAYMENT,Medical
GPAY Theatre ticket payment,Entertainment
ONLINE Landlord rent payment UPI,Rent
PHONEPE Education institute UPI payment ONLINE,Studies
Flipkart electronics purchase | Ref:960a1282 | Amount: INR 31260.76,Shopping
PHONEPE College fee payment TRANSACTION,Studies
PAYTM KFC UPI transaction PURCHASE,Food
PAYTM Income credited ONLINE,Income
PHONEPE Miscellaneous expense TRANSACTION,Other
PAYTM Doctor consultation fee,Medical
Electricity bill payment,Bills
UPI Personal bank transfer PAYMENT,Personal Transfer
Unknown bank transaction PURCHASE,Other
SIP investment in mutual fund | Ref:85240641 | Amount: INR 5265.83,Investment
Cafe coffee purchase at | Ref:3ca2fd88 | Amount: INR 10218.53,Food
UPI Other transaction ONLINE,Other
PAYTM Provision store payment PURCHASE,Groceries
Uber ride payment | Ref:30b0011e | Amount: INR 29115.24,Transport
BANK General purchase PAYMENT,Other
SIP investment in mutual fund | Ref:187ba438 | Amount: INR 12761.55,Investment
College fee payment PURCHASE,Studies
Credit card EMI installment | Ref:c6a4e989 | Amount: INR 19424.92,EMI
UPI Medicine purchase TRANSACTION,Medical
BANK Coursera course payment UPI,Studies
BANK BigBasket grocery order PURCHASE,Groceries
RedBus bus ticket | Ref:da7d1d3b | Amount: INR 27564.37,Transport
UPI Money transfer to person PURCHASE,Personal Transfer
PHONEPE Zepto grocery delivery TRANSACTION,Groceries
RedBus bus ticket | Ref:03be4240 | Amount: INR 47107.56,Transport
ONLINE Medicine purchase UPI,Medical
BANK Unknown bank transaction UPI,Other
SIP investment in mutual fund | Ref:b47be828 | Amount: INR 8850.91,Investment
UPI Money sent to Deepak TRANSACTION,Personal Transfer
PAYTM Payroll credit PAYMENT,Salary
Other transaction,Other
BigBasket grocery order,Groceries
IndiGo flight ticket | Ref:303d5e49 | Amount: INR 5209.21,Transport
Money received TRANSACTION,Income
Personal loan EMI deduction | Ref:ff1ebae5 | Amount: INR 39236.14,EMI
POS Medical shop purchase ONLINE,Medical
Bajaj Finserv EMI payment | Ref:584b89f9 | Amount: INR 40521.67,EMI
UPI General purchase TRANSACTION,Other
Amazon online shopping | Ref:ff4ed6c0 | Amount: INR 12702.97,Shopping
ONLINE Salary August credit ONLINE,Salary
ONLINE Jio mobile recharge,Bills
Reliance Digital purchase | Ref:6a084205 | Amount: INR 10657.38,Shopping
GPAY College fee payment TRANSACTION,Studies
Swiggy order payment | Ref:b6fd01b2 | Amount: INR 28066.23,Food
POS Money received PURCHASE,Income
UPI General credit to account PAYMENT,Income
Indian Oil petrol pump payment ONLINE,Petrol
UPI transfer to Arun,Personal Transfer
UPI Personal UPI transfer UPI,Personal Transfer
UPI Commission received PURCHASE,Income
PHONEPE Reliance Fresh supermarket payment UPI,Groceries
UPI Hospital bill payment UPI,Medical
Restaurant dining at | Ref:cf4e066a | Amount: INR 42864.89,Food
Credit card EMI installment | Ref:a5b3884a | Amount: INR 39300.94,EMI
UPI Educational institution fee PURCHASE,Studies
Myntra clothing order | Ref:25d8e73b | Amount: INR 30097.62,Shopping
Cafe coffee purchase at | Ref:8f61d6e2 | Amount: INR 3976.39,Food
BANK Coursera course payment UPI,Studies
POS BigBasket grocery order TRANSACTION,Groceries
PAYTM HPCL petrol payment,Petrol
PAYTM Commission received ONLINE,Income
UPI Diesel filling payment PURCHASE,Petrol
Water bill payment,Bills
GPAY General purchase PURCHASE,Other
PHONEPE Zepto grocery delivery PURCHASE,Groceries
GPAY Fixed deposit investment UPI,Investment
Credit card EMI installment | Ref:c108a81d | Amount: INR 34738.81,EMI
Cafe coffee purchase at | Ref:27cc0e8a | Amount: INR 23942.15,Food
POS Education institute UPI payment TRANSACTION,Studies
Zerodha stock purchase | Ref:87403df9 | Amount: INR 13015.14,Investment
Bajaj Finserv EMI payment | Ref:cee52b1e | Amount: INR 11117.52,EMI
PHONEPE Gas bill payment UPI,Bills
ONLINE Payment received UPI,Income
PHONEPE Money received ONLINE,Income
PAYTM Tuition class payment PURCHASE,Studies
HDFC home loan EMI | Ref:6d63d612 | Amount: INR 17497.36,EMI
UPI Bank account credit received TRANSACTION,Income
Groww ETF investment | Ref:1ad64ea4 | Amount: INR 12727.73,Investment
ONLINE Zepto grocery delivery TRANSACTION,Groceries
Personal loan EMI deduction | Ref:066d9d55 | Amount: INR 21455.1,EMI
IndiGo flight ticket | Ref:4d50a613 | Amount: INR 7506.19,Transport
Supermarket grocery purchase UPI,Groceries
ONLINE MedPlus pharmacy purchase TRANSACTION,Medical
Myntra clothing order | Ref:85e1f8c3 | Amount: INR 41639.91,Shopping
Petrol pump fuel payment | Ref:8787ecfe | Amount: INR 17115.41,Petrol
GPAY Apartment rent payment ONLINE,Rent
Reliance Fresh supermarket payment UPI,Groceries
Petrol pump fuel payment | Ref:bd1773e9 | Amount: INR 22458.25,Petrol
Amazon online shopping | Ref:5508e7e0 | Amount: INR 17649.55,Shopping
Petrol pump fuel payment | Ref:1892704b | Amount: INR 27958.24,Petrol
BANK Diagnostic lab payment PURCHASE,Medical
PHONEPE University tuition fee TRANSACTION,Studies
PHONEPE Mithran Super Stores purchase,Groceries
GPAY Reliance Fresh supermarket payment UPI,Groceries
PAYTM Mithran Super Stores purchase ONLINE,Groceries
POS Utility bill payment ONLINE,Bills
GPAY Payment to friend TRANSACTION,Personal Transfer
POS Supermarket grocery purchase PURCHASE,Groceries
Supermarket grocery purchase PURCHASE,Groceries
Monthly salary credit,Salary
Finance company EMI debit PURCHASE,EMI
Bookstore study material PAYMENT,Studies
Myntra clothing order | Ref:46c2a629 | Amount: INR 7512.93,Shopping
RedBus bus ticket | Ref:c174fa44 | Amount: INR 473.15,Transport
PAYTM Bharat Petroleum fuel purchase TRANSACTION,Petrol
PAYTM University tuition fee PURCHASE,Studies
GPAY Finance company EMI debit PAYMENT,EMI
UPI Cinema ticket payment PAYMENT,Entertainment
GPAY UPI transfer to Arun TRANSACTION,Personal Transfer
ONLINE Electricity bill payment PAYMENT,Bills
PAYTM Blinkit grocery payment UPI,Groceries
PAYTM Spotify subscription PURCHASE,Entertainment
PAYTM Blinkit grocery payment UPI,Groceries
POS Zomato online food order PURCHASE,Food
College fee payment TRANSACTION,Studies
PHONEPE Swiggy food order UPI,Food
PAYTM Payment received TRANSACTION,Income
PAYTM Utility bill payment TRANSACTION,Bills
Grocery purchase at Big Bazaar | Ref:afd24270 | Amount: INR 7487.43,Food
BANK General payment PURCHASE,Other
ONLINE Internet broadband bill UPI,Bills
Zerodha stock purchase | Ref:c3b24997 | Amount: INR 7778.49,Investment
UPI Income credited PURCHASE,Income
PHONEPE Income credited ONLINE,Income
GPAY Apartment rent payment UPI,Rent
Freelance payment received ONLINE,Income
HDFC home loan EMI | Ref:04e44bcb | Amount: INR 5736.15,EMI
PAYTM Freelance payment received,Income
ONLINE Unknown merchant payment PURCHASE,Other
BANK Other transaction,Other
GPAY BigBasket grocery order PAYMENT,Groceries
PHONEPE Bus ticket payment PURCHASE,Transport
Bajaj Finserv EMI payment | Ref:ac3a9b76 | Amount: INR 7780.49,EMI
UPI Gas bill payment UPI,Bills
BookMyShow movie ticket TRANSACTION,Entertainment
BANK Monthly salary credit ONLINE,Salary
Reliance Digital purchase | Ref:5a04d1b9 | Amount: INR 28657.08,Shopping
HDFC home loan EMI | Ref:a983b176 | Amount: INR 10629.8,EMI
PPF contribution | Ref:b0ba3a86 | Amount: INR 18887.73,Investment
Swiggy order payment | Ref:20caa49a | Amount: INR 3936.54,Food
BANK Bank account credit received,Income
UPI Gas bill payment TRANSACTION,Bills
GPAY MedPlus pharmacy purchase,Medical
PHONEPE Clinic payment PAYMENT,Medical
PAYTM Internet broadband bill,Bills
Cafe coffee purchase at | Ref:f322707a | Amount: INR 29860.76,Food
Flipkart electronics purchase | Ref:dcc49c55 | Amount: INR 48871.34,Shopping
Grocery purchase at Big Bazaar | Ref:8ce8086a | Amount: INR 37990.05,Food
Petrol pump fuel payment | Ref:280ba05f | Amount: INR 41387.41,Petrol
IRCTC train ticket booking | Ref:53aa6ec7 | Amount: INR 17880.86,Transport
Commission received,Income
PHONEPE Disney Hotstar subscription ONLINE,Entertainment
SBI car loan EMI | Ref:d2df999b | Amount: INR 41866.73,EMI
ONLINE Personal UPI transfer ONLINE,Personal Transfer
PHONEPE Apartment rent payment,Rent
GPAY Hostel rent payment,Rent
Bank account credit received,Income
PAYTM Bank account credit received UPI,Income
GPAY DMart grocery purchase UPI,Groceries
Petrol pump fuel payment | Ref:3e0122a6 | Amount: INR 24598.68,Petrol
Groww ETF investment | Ref:34758ea0 | Amount: INR 49445.48,Investment
